# PerfMonitor started 2026-05-16T18:44:43
# threshold=18ms history=600f context=30f post=10f
# .NET GC server=False latencyMode=Interactive
frame,frame_ms,proc_ms,phys_ms,gc0,gc1,gc2,note
# SPIKE #1 t=465ms 142.69ms
# RECENT MARKS (last 2):
#   t=433ms [music_load] title_screens (BEGIN)
#   t=434ms [music_load] title_screens (END +2ms)
31694,8.33,9.57,0.15,0,0,0,POST
31695,8.33,9.57,0.15,0,0,0,POST

# SPIKE #13 t=322571ms 37.95ms
# RECENT MARKS (last 12):
#   t=318399ms [scene_transition] res://scenes/worlds/World_00.tscn (BEGIN)
#   t=318409ms [scene_transition] res://scenes/worlds/World_00.tscn (END +10ms)
#   t=318417ms [npc_init] Penny (BEGIN)
#   t=318417ms [npc_init] Penny (END +0ms)
#   t=318428ms [music_load] adventureland_happy (BEGIN)
#   t=318428ms [music_load] adventureland_happy (END +0ms)
#   t=318428ms [music_load] adventureland_stress (BEGIN)
#   t=318428ms [music_load] adventureland_stress (END +0ms)
#   t=318428ms [music_load] adventureland_danger (BEGIN)
#   t=318428ms [music_load] adventureland_danger (END +0ms)
#   t=318430ms [map_load] root (BEGIN)
#   t=318435ms [map_load] root (END +5ms)
38523,8.33,9.48,0.11,0,0,0,
38524,8.33,9.48,0.11,0,0,0,
38525,8.33,9.48,0.11,0,0,0,
38526,8.33,9.48,0.11,0,0,0,
38527,8.33,9.48,0.11,0,0,0,
38528,8.33,9.48,0.11,0,0,0,
38529,8.33,9.48,0.11,0,0,0,
38530,8.33,9.48,0.11,0,0,0,
38531,8.33,9.48,0.11,0,0,0,
38532,8.33,9.48,0.11,0,0,0,
38533,8.33,9.48,0.11,0,0,0,
38534,8.33,9.48,0.11,0,0,0,
38535,8.33,9.48,0.11,0,0,0,
38536,8.33,9.48,0.11,0,0,0,
38537,8.33,9.48,0.11,0,0,0,
38538,8.33,9.48,0.11,0,0,0,
38539,8.33,9.48,0.11,0,0,0,
38540,8.33,9.48,0.11,0,0,0,
38541,8.33,9.48,0.11,0,0,0,
38542,8.33,9.48,0.11,0,0,0,
38543,8.33,9.48,0.11,0,0,0,
38544,8.33,9.48,0.11,0,0,0,
38545,8.33,9.48,0.11,0,0,0,
38546,8.33,9.48,0.11,0,0,0,
38547,8.33,9.48,0.11,0,0,0,
38548,8.33,9.48,0.11,0,0,0,
38549,8.33,9.48,0.11,0,0,0,
38550,8.33,9.48,0.11,0,0,0,
38551,8.33,9.48,0.11,2,2,1,
38552,37.95,9.48,0.11,0,0,0,SPIKE
38553,11.11,9.48,0.11,0,0,0,POST
38554,9.53,9.48,0.11,0,0,0,POST
38555,8.33,9.48,0.11,0,0,0,POST
38556,8.33,9.48,0.11,0,0,0,POST
38557,8.33,9.48,0.11,0,0,0,POST
38558,8.33,9.48,0.11,0,0,0,POST
38559,8.33,9.48,0.11,0,0,0,POST
38560,8.33,9.48,0.11,0,0,0,POST
38561,8.33,9.48,0.11,0,0,0,POST
38562,8.33,9.48,0.11,0,0,0,POST

# SPIKE #14 t=347268ms 32.99ms
# RECENT MARKS (last 12):
#   t=340486ms [map_load] root (BEGIN)
#   t=340490ms [map_load] root (END +4ms)
#   t=346931ms [scene_transition] uid://dxigcmhsa3ml6 (BEGIN)
#   t=347218ms [scene_transition] uid://dxigcmhsa3ml6 (END +287ms)
#   t=347252ms [music_load] adventureland_happy (BEGIN)
#   t=347252ms [music_load] adventureland_happy (END +0ms)
#   t=347252ms [music_load] adventureland_stress (BEGIN)
#   t=347252ms [music_load] adventureland_stress (END +0ms)
#   t=347252ms [music_load] adventureland_danger (BEGIN)
#   t=347252ms [music_load] adventureland_danger (END +0ms)
#   t=347253ms [map_load] root (BEGIN)
#   t=347258ms [map_load] root (END +5ms)
41480,8.33,10.60,3.28,0,0,0,
41481,8.33,10.60,3.28,0,0,0,
41482,8.33,10.60,3.28,0,0,0,
41483,8.33,10.60,3.28,0,0,0,
41484,8.33,9.23,1.81,0,0,0,
41485,8.33,9.23,1.81,0,0,0,
41486,8.33,9.23,1.81,0,0,0,
41487,8.33,9.23,1.81,0,0,0,
41488,8.33,9.23,1.81,0,0,0,
41489,8.33,9.23,1.81,0,0,0,
41490,8.33,9.23,1.81,0,0,0,
41491,8.33,9.23,1.81,0,0,0,
41492,8.33,9.23,1.81,0,0,0,
41493,8.33,9.23,1.81,0,0,0,
41494,8.33,9.23,1.81,0,0,0,
41495,8.33,9.23,1.81,0,0,0,
41496,8.33,9.23,1.81,0,0,0,
41497,8.33,9.23,1.81,0,0,0,
41498,8.33,9.23,1.81,0,0,0,
41499,8.33,9.23,1.81,0,0,0,
41500,8.33,9.23,1.81,0,0,0,
41501,8.33,9.23,1.81,0,0,0,
41502,8.33,9.23,1.81,1,0,0,
41503,8.33,9.23,1.81,0,0,0,
41504,8.33,9.23,1.81,0,0,0,
41505,8.33,9.23,1.81,0,0,0,
41506,8.33,9.23,1.81,0,0,0,
41507,8.33,9.23,1.81,0,0,0,
41508,8.33,9.23,1.81,0,0,0,
41509,32.99,9.23,1.81,0,0,0,SPIKE
41510,16.67,9.23,1.81,0,0,0,POST
41511,8.33,9.23,1.81,0,0,0,POST
41512,8.33,9.23,1.81,0,0,0,POST
41513,8.33,9.23,1.81,0,0,0,POST
41514,8.33,9.23,1.81,0,0,0,POST
41515,8.33,9.23,1.81,0,0,0,POST
41516,8.33,9.23,1.81,0,0,0,POST
41517,8.33,9.23,1.81,0,0,0,POST
41518,8.33,9.23,1.81,0,0,0,POST
41519,8.33,9.23,1.81,0,0,0,POST

# SPIKE #15 t=354955ms 33.28ms
# RECENT MARKS (last 12):
#   t=353463ms [map_load] root (BEGIN)
#   t=353467ms [map_load] root (END +4ms)
#   t=354890ms [scene_transition] uid://dxigcmhsa3ml6 (BEGIN)
#   t=354901ms [scene_transition] uid://dxigcmhsa3ml6 (END +11ms)
#   t=354928ms [music_load] adventureland_happy (BEGIN)
#   t=354928ms [music_load] adventureland_happy (END +0ms)
#   t=354928ms [music_load] adventureland_stress (BEGIN)
#   t=354928ms [music_load] adventureland_stress (END +0ms)
#   t=354928ms [music_load] adventureland_danger (BEGIN)
#   t=354928ms [music_load] adventureland_danger (END +0ms)
#   t=354932ms [map_load] root (BEGIN)
#   t=354939ms [map_load] root (END +7ms)
42396,8.33,23.65,2.85,0,0,0,
42397,8.33,23.65,2.85,0,0,0,
42398,8.33,23.65,2.85,0,0,0,
42399,8.33,23.65,2.85,0,0,0,
42400,8.33,23.65,2.85,0,0,0,
42401,8.33,23.65,2.85,0,0,0,
42402,8.33,23.65,2.85,0,0,0,
42403,8.33,23.65,2.85,0,0,0,
42404,8.33,23.65,2.85,0,0,0,
42405,8.33,23.65,2.85,0,0,0,
42406,8.33,23.65,2.85,0,0,0,
42407,8.33,23.65,2.85,0,0,0,
42408,8.33,23.65,2.85,0,0,0,
42409,8.33,23.65,2.85,0,0,0,
42410,8.33,23.65,2.85,0,0,0,
42411,8.33,23.65,2.85,0,0,0,
42412,8.33,23.65,2.85,0,0,0,
42413,8.33,23.65,2.85,0,0,0,
42414,8.33,23.65,2.85,0,0,0,
42415,8.33,23.65,2.85,0,0,0,
42416,8.33,23.65,2.85,0,0,0,
42417,8.33,23.65,2.85,0,0,0,
42418,8.33,23.65,2.85,0,0,0,
42419,8.33,23.65,2.85,0,0,0,
42420,8.33,23.65,2.85,0,0,0,
42421,8.33,23.65,2.85,0,0,0,
42422,8.33,23.65,2.85,0,0,0,
42423,8.33,23.65,2.85,0,0,0,
42424,8.33,23.65,2.85,0,0,0,
42425,33.28,23.65,2.85,0,0,0,SPIKE
42426,16.67,23.65,2.85,0,0,0,POST
42427,16.67,23.65,2.85,0,0,0,POST
42428,8.33,23.65,2.85,0,0,0,POST
42429,8.33,23.65,2.85,0,0,0,POST
42430,8.33,23.65,2.85,0,0,0,POST
42431,8.33,23.65,2.85,0,0,0,POST
42432,8.17,23.65,2.85,0,0,0,POST
42433,8.53,23.65,2.85,0,0,0,POST
42434,8.33,48.65,2.24,0,0,0,POST
42435,8.24,48.65,2.24,0,0,0,POST

# SPIKE #16 t=375327ms 24.93ms
# RECENT MARKS (last 12):
#   t=354928ms [music_load] adventureland_happy (BEGIN)
#   t=354928ms [music_load] adventureland_happy (END +0ms)
#   t=354928ms [music_load] adventureland_stress (BEGIN)
#   t=354928ms [music_load] adventureland_stress (END +0ms)
#   t=354928ms [music_load] adventureland_danger (BEGIN)
#   t=354928ms [music_load] adventureland_danger (END +0ms)
#   t=354932ms [map_load] root (BEGIN)
#   t=354939ms [map_load] root (END +7ms)
#   t=362265ms [sfx_play] collectible_pickup (BEGIN)
#   t=362265ms [sfx_play] collectible_pickup (END +0ms)
#   t=374131ms [sfx_play] player_pike (BEGIN)
#   t=374132ms [sfx_play] player_pike (END +1ms)
44832,8.33,10.46,2.33,0,0,0,
44833,8.33,10.46,2.33,0,0,0,
44834,8.33,10.46,2.33,0,0,0,
44835,8.33,10.46,2.33,0,0,0,
44836,8.33,10.46,2.33,0,0,0,
44837,8.33,10.46,2.33,0,0,0,
44838,8.33,10.46,2.33,0,0,0,
44839,8.33,10.46,2.33,0,0,0,
44840,8.33,10.46,2.33,0,0,0,
44841,8.33,10.46,2.33,0,0,0,
44842,8.33,10.46,2.33,0,0,0,
44843,8.33,10.46,2.33,0,0,0,
44844,8.33,10.46,2.33,0,0,0,
44845,8.33,10.46,2.33,0,0,0,
44846,8.33,10.46,2.33,0,0,0,
44847,8.33,10.46,2.33,0,0,0,
44848,8.33,10.46,2.33,0,0,0,
44849,8.33,10.46,2.33,0,0,0,
44850,8.33,10.46,2.33,0,0,0,
44851,8.33,10.46,2.33,0,0,0,
44852,8.33,10.46,2.33,0,0,0,
44853,8.33,10.46,2.33,0,0,0,
44854,8.33,10.46,2.33,0,0,0,
44855,8.33,10.46,2.33,0,0,0,
44856,8.33,10.46,2.33,0,0,0,
44857,8.33,10.46,2.33,0,0,0,
44858,8.33,10.46,2.33,0,0,0,
44859,8.33,10.46,2.33,0,0,0,
44860,8.33,10.46,2.33,0,0,0,
44861,24.93,10.46,2.33,0,0,0,SPIKE
44862,11.11,10.46,2.33,0,0,0,POST
44863,10.19,10.46,2.33,0,0,0,POST
44864,11.11,10.46,2.33,0,0,0,POST
44865,11.11,10.46,2.33,0,0,0,POST
44866,11.11,10.46,2.33,0,0,0,POST
44867,11.11,10.46,2.33,0,0,0,POST
44868,9.26,10.46,2.33,0,0,0,POST
44869,8.33,10.46,2.33,0,0,0,POST
44870,8.33,10.46,2.33,0,0,0,POST
44871,8.33,10.46,2.33,0,0,0,POST

# SPIKE #17 t=446533ms 33.23ms GC[1,1,0]
# RECENT MARKS (last 12):
#   t=446386ms [scene_transition] uid://br5bymkhd10fi (BEGIN)
#   t=446483ms [scene_transition] uid://br5bymkhd10fi (END +97ms)
#   t=446492ms [npc_init] Penny (BEGIN)
#   t=446492ms [npc_init] Penny (END +0ms)
#   t=446522ms [music_load] adventureland_happy (BEGIN)
#   t=446522ms [music_load] adventureland_happy (END +0ms)
#   t=446522ms [music_load] adventureland_stress (BEGIN)
#   t=446522ms [music_load] adventureland_stress (END +0ms)
#   t=446522ms [music_load] adventureland_danger (BEGIN)
#   t=446522ms [music_load] adventureland_danger (END +0ms)
#   t=446523ms [map_load] root (BEGIN)
#   t=446526ms [map_load] root (END +3ms)
53361,8.33,9.52,2.48,0,0,0,
53362,8.33,9.52,2.48,0,0,0,
53363,8.33,9.52,2.48,0,0,0,
53364,8.33,9.52,2.48,0,0,0,
53365,8.33,9.52,2.48,0,0,0,
53366,8.33,9.52,2.48,0,0,0,
53367,8.33,9.52,2.48,0,0,0,
53368,8.33,9.52,2.48,0,0,0,
53369,8.33,9.52,2.48,0,0,0,
53370,8.33,9.52,2.48,0,0,0,
53371,8.33,9.52,2.48,0,0,0,
53372,8.33,9.52,2.48,0,0,0,
53373,8.33,9.52,2.48,0,0,0,
53374,8.33,9.52,2.48,0,0,0,
53375,8.33,9.52,2.48,0,0,0,
53376,8.33,9.52,2.48,0,0,0,
53377,8.33,9.52,2.48,0,0,0,
53378,8.33,9.52,2.48,0,0,0,
53379,8.33,9.52,2.48,0,0,0,
53380,8.33,9.52,2.48,0,0,0,
53381,8.33,9.52,2.48,0,0,0,
53382,8.33,9.52,2.48,0,0,0,
53383,8.33,9.52,2.48,0,0,0,
53384,8.33,9.52,2.48,0,0,0,
53385,8.33,9.52,2.48,0,0,0,
53386,8.33,9.52,2.48,0,0,0,
53387,8.33,9.52,2.48,0,0,0,
53388,8.33,9.52,2.48,0,0,0,
53389,8.33,9.52,2.48,0,0,0,
53390,33.23,9.52,2.48,1,1,0,SPIKE
53391,16.67,9.52,2.48,0,0,0,POST
53392,9.09,9.52,2.48,0,0,0,POST
53393,8.33,9.52,2.48,0,0,0,POST
53394,8.33,9.52,2.48,0,0,0,POST
53395,8.33,9.52,2.48,0,0,0,POST
53396,8.33,9.52,2.48,0,0,0,POST
53397,8.33,9.52,2.48,0,0,0,POST
53398,8.33,9.52,2.48,0,0,0,POST
53399,8.33,9.52,2.48,0,0,0,POST
53400,8.33,9.52,2.48,0,0,0,POST

# SPIKE #18 t=534840ms 142.83ms
# RECENT MARKS (last 12):
#   t=465298ms [npc_init] Penny (BEGIN)
#   t=465298ms [npc_init] Penny (END +0ms)
#   t=465302ms [music_load] adventureland_calm (BEGIN)
#   t=465309ms [music_load] adventureland_calm (END +7ms)
#   t=465310ms [map_load] root (BEGIN)
#   t=465312ms [map_load] root (END +2ms)
#   t=468987ms [vo_play] Penny/node_015 (BEGIN)
#   t=468987ms [vo_play] Penny/node_015 (END +0ms)
#   t=469761ms [vo_play] Penny/node_016 (BEGIN)
#   t=469761ms [vo_play] Penny/node_016 (END +0ms)
#   t=472836ms [sfx_play] collectible_pickup (BEGIN)
#   t=472837ms [sfx_play] collectible_pickup (END +1ms)
63767,8.33,9.18,0.23,0,0,0,
63768,8.33,9.18,0.23,0,0,0,
63769,8.33,9.18,0.23,0,0,0,
63770,8.33,9.18,0.23,0,0,0,
63771,8.33,9.18,0.23,0,0,0,
63772,8.33,9.18,0.23,0,0,0,
63773,8.33,9.18,0.23,0,0,0,
63774,8.33,9.18,0.23,0,0,0,
63775,9.41,9.18,0.23,0,0,0,
63776,9.09,9.18,0.23,0,0,0,
63777,9.09,9.18,0.23,0,0,0,
63778,9.09,9.18,0.23,0,0,0,
63779,9.09,9.18,0.23,0,0,0,
63780,9.09,9.18,0.23,0,0,0,
63781,9.09,9.18,0.23,0,0,0,
63782,9.09,9.18,0.23,0,0,0,
63783,9.09,9.18,0.23,0,0,0,
63784,9.09,9.18,0.23,0,0,0,
63785,8.68,9.18,0.23,0,0,0,
63786,8.33,9.18,0.23,0,0,0,
63787,8.33,9.18,0.23,0,0,0,
63788,8.33,9.18,0.23,0,0,0,
63789,8.33,9.18,0.23,0,0,0,
63790,8.33,9.18,0.23,0,0,0,
63791,8.33,9.18,0.23,0,0,0,
63792,8.33,9.18,0.23,0,0,0,
63793,8.33,9.18,0.23,0,0,0,
63794,8.33,9.18,0.23,0,0,0,
63795,8.33,9.18,0.23,0,0,0,
63796,142.83,9.18,0.23,0,0,0,SPIKE
63797,16.67,1050.01,0.07,0,0,0,POST
63798,7.41,1050.01,0.07,0,0,0,POST
63799,8.33,1050.01,0.07,0,0,0,POST
63800,8.33,1050.01,0.07,0,0,0,POST
63801,8.33,1050.01,0.07,0,0,0,POST
63802,8.33,1050.01,0.07,0,0,0,POST
63803,8.33,1050.01,0.07,0,0,0,POST
63804,8.33,1050.01,0.07,0,0,0,POST
63805,8.33,1050.01,0.07,0,0,0,POST
63806,8.33,1050.01,0.07,0,0,0,POST

# SPIKE #19 t=535193ms 24.99ms
# RECENT MARKS (last 12):
#   t=465298ms [npc_init] Penny (BEGIN)
#   t=465298ms [npc_init] Penny (END +0ms)
#   t=465302ms [music_load] adventureland_calm (BEGIN)
#   t=465309ms [music_load] adventureland_calm (END +7ms)
#   t=465310ms [map_load] root (BEGIN)
#   t=465312ms [map_load] root (END +2ms)
#   t=468987ms [vo_play] Penny/node_015 (BEGIN)
#   t=468987ms [vo_play] Penny/node_015 (END +0ms)
#   t=469761ms [vo_play] Penny/node_016 (BEGIN)
#   t=469761ms [vo_play] Penny/node_016 (END +0ms)
#   t=472836ms [sfx_play] collectible_pickup (BEGIN)
#   t=472837ms [sfx_play] collectible_pickup (END +1ms)
63806,8.33,1050.01,0.07,0,0,0,
63807,8.33,1050.01,0.07,0,0,0,
63808,8.33,1050.01,0.07,0,0,0,
63809,8.33,1050.01,0.07,0,0,0,
63810,8.33,1050.01,0.07,0,0,0,
63811,8.33,1050.01,0.07,0,0,0,
63812,8.33,1050.01,0.07,0,0,0,
63813,8.33,1050.01,0.07,0,0,0,
63814,8.33,1050.01,0.07,0,0,0,
63815,8.33,1050.01,0.07,0,0,0,
63816,8.33,1050.01,0.07,0,0,0,
63817,8.33,9.09,0.04,0,0,0,
63818,8.33,9.09,0.04,0,0,0,
63819,8.33,9.09,0.04,0,0,0,
63820,8.33,9.09,0.04,0,0,0,
63821,8.33,9.09,0.04,0,0,0,
63822,8.33,9.09,0.04,0,0,0,
63823,8.33,9.09,0.04,0,0,0,
63824,8.33,9.09,0.04,0,0,0,
63825,8.33,9.09,0.04,0,0,0,
63826,8.33,9.09,0.04,0,0,0,
63827,8.33,9.09,0.04,0,0,0,
63828,8.33,9.09,0.04,0,0,0,
63829,8.33,9.09,0.04,0,0,0,
63830,8.33,9.09,0.04,0,0,0,
63831,8.33,9.09,0.04,0,0,0,
63832,8.33,9.09,0.04,0,0,0,
63833,8.33,9.09,0.04,0,0,0,
63834,8.33,9.09,0.04,0,0,0,
63835,24.99,9.09,0.04,0,0,0,SPIKE
63836,11.11,9.09,0.04,0,0,0,POST
63837,6.49,9.09,0.04,0,0,0,POST
63838,11.11,9.09,0.04,0,0,0,POST
63839,11.11,9.09,0.04,0,0,0,POST
63840,11.11,9.09,0.04,0,0,0,POST
63841,11.11,9.09,0.04,0,0,0,POST
63842,11.11,9.09,0.04,0,0,0,POST
63843,10.18,9.09,0.04,0,0,0,POST
63844,8.33,9.09,0.04,0,0,0,POST
63845,8.33,9.09,0.04,0,0,0,POST

# SPIKE #20 t=536066ms 22.07ms
# RECENT MARKS (last 12):
#   t=465298ms [npc_init] Penny (BEGIN)
#   t=465298ms [npc_init] Penny (END +0ms)
#   t=465302ms [music_load] adventureland_calm (BEGIN)
#   t=465309ms [music_load] adventureland_calm (END +7ms)
#   t=465310ms [map_load] root (BEGIN)
#   t=465312ms [map_load] root (END +2ms)
#   t=468987ms [vo_play] Penny/node_015 (BEGIN)
#   t=468987ms [vo_play] Penny/node_015 (END +0ms)
#   t=469761ms [vo_play] Penny/node_016 (BEGIN)
#   t=469761ms [vo_play] Penny/node_016 (END +0ms)
#   t=472836ms [sfx_play] collectible_pickup (BEGIN)
#   t=472837ms [sfx_play] collectible_pickup (END +1ms)
63906,8.09,9.09,0.04,0,0,0,
63907,8.33,9.09,0.04,0,0,0,
63908,8.33,9.09,0.04,0,0,0,
63909,8.33,9.09,0.04,0,0,0,
63910,8.33,9.09,0.04,0,0,0,
63911,8.33,9.09,0.04,0,0,0,
63912,8.33,9.09,0.04,0,0,0,
63913,8.33,9.09,0.04,0,0,0,
63914,8.33,9.09,0.04,0,0,0,
63915,10.03,9.09,0.04,0,0,0,
63916,9.09,9.09,0.04,0,0,0,
63917,9.09,9.09,0.04,0,0,0,
63918,9.09,9.09,0.04,0,0,0,
63919,9.09,9.09,0.04,0,0,0,
63920,9.09,9.09,0.04,0,0,0,
63921,9.09,9.09,0.04,0,0,0,
63922,9.09,9.09,0.04,0,0,0,
63923,9.09,9.09,0.04,0,0,0,
63924,9.09,9.09,0.04,0,0,0,
63925,9.09,9.09,0.04,0,0,0,
63926,8.35,9.09,0.04,0,0,0,
63927,8.84,9.09,0.04,0,0,0,
63928,8.33,9.09,0.04,0,0,0,
63929,8.33,9.09,0.04,0,0,0,
63930,8.82,9.09,0.04,0,0,0,
63931,8.33,24.48,0.23,0,0,0,
63932,8.33,24.48,0.23,0,0,0,
63933,8.33,24.48,0.23,0,0,0,
63934,8.33,24.48,0.23,0,0,0,
63935,22.07,24.48,0.23,0,0,0,SPIKE
63936,9.72,24.48,0.23,0,0,0,POST
63937,9.72,24.48,0.23,0,0,0,POST
63938,8.23,24.48,0.23,0,0,0,POST
63939,9.72,24.48,0.23,0,0,0,POST
63940,6.94,24.48,0.23,0,0,0,POST
63941,9.72,24.48,0.23,0,0,0,POST
63942,9.72,24.48,0.23,0,0,0,POST
63943,9.72,24.48,0.23,0,0,0,POST
63944,9.72,24.48,0.23,0,0,0,POST
63945,9.52,24.48,0.23,0,0,0,POST

# SPIKE #21 t=537873ms 19.64ms
# RECENT MARKS (last 12):
#   t=465298ms [npc_init] Penny (BEGIN)
#   t=465298ms [npc_init] Penny (END +0ms)
#   t=465302ms [music_load] adventureland_calm (BEGIN)
#   t=465309ms [music_load] adventureland_calm (END +7ms)
#   t=465310ms [map_load] root (BEGIN)
#   t=465312ms [map_load] root (END +2ms)
#   t=468987ms [vo_play] Penny/node_015 (BEGIN)
#   t=468987ms [vo_play] Penny/node_015 (END +0ms)
#   t=469761ms [vo_play] Penny/node_016 (BEGIN)
#   t=469761ms [vo_play] Penny/node_016 (END +0ms)
#   t=472836ms [sfx_play] collectible_pickup (BEGIN)
#   t=472837ms [sfx_play] collectible_pickup (END +1ms)
64113,8.33,31.41,0.12,0,0,0,
64114,8.33,31.41,0.12,0,0,0,
64115,8.33,31.41,0.12,0,0,0,
64116,8.33,31.41,0.12,0,0,0,
64117,8.33,31.41,0.12,0,0,0,
64118,8.33,31.41,0.12,0,0,0,
64119,8.33,31.41,0.12,0,0,0,
64120,8.33,31.41,0.12,0,0,0,
64121,8.33,31.41,0.12,0,0,0,
64122,8.33,31.41,0.12,0,0,0,
64123,8.33,31.41,0.12,0,0,0,
64124,8.33,31.41,0.12,0,0,0,
64125,8.33,31.41,0.12,0,0,0,
64126,8.33,31.41,0.12,0,0,0,
64127,8.33,31.41,0.12,0,0,0,
64128,8.33,31.41,0.12,0,0,0,
64129,15.73,31.41,0.12,0,0,0,
64130,9.09,31.41,0.12,0,0,0,
64131,9.09,31.41,0.12,0,0,0,
64132,9.09,31.41,0.12,0,0,0,
64133,9.09,31.41,0.12,0,0,0,
64134,8.38,31.41,0.12,0,0,0,
64135,9.09,31.41,0.12,0,0,0,
64136,7.58,31.41,0.12,0,0,0,
64137,9.09,31.41,0.12,0,0,0,
64138,7.58,31.41,0.12,0,0,0,
64139,9.09,31.41,0.12,0,0,0,
64140,9.09,31.41,0.12,0,0,0,
64141,9.09,31.41,0.12,0,0,0,
64142,19.64,31.41,0.12,0,0,0,SPIKE
64143,10.00,31.41,0.12,0,0,0,POST
64144,9.75,31.41,0.12,0,0,0,POST
64145,10.00,31.41,0.12,0,0,0,POST
64146,6.67,31.41,0.12,0,0,0,POST
64147,10.00,31.41,0.12,0,0,0,POST
64148,10.42,31.41,0.12,0,0,0,POST
64149,10.00,31.41,0.12,0,0,0,POST
64150,10.00,31.41,0.12,0,0,0,POST
64151,9.58,31.41,0.12,0,0,0,POST
64152,10.00,31.41,0.12,0,0,0,POST

# SPIKE #22 t=539373ms 18.64ms
# RECENT MARKS (last 12):
#   t=465298ms [npc_init] Penny (BEGIN)
#   t=465298ms [npc_init] Penny (END +0ms)
#   t=465302ms [music_load] adventureland_calm (BEGIN)
#   t=465309ms [music_load] adventureland_calm (END +7ms)
#   t=465310ms [map_load] root (BEGIN)
#   t=465312ms [map_load] root (END +2ms)
#   t=468987ms [vo_play] Penny/node_015 (BEGIN)
#   t=468987ms [vo_play] Penny/node_015 (END +0ms)
#   t=469761ms [vo_play] Penny/node_016 (BEGIN)
#   t=469761ms [vo_play] Penny/node_016 (END +0ms)
#   t=472836ms [sfx_play] collectible_pickup (BEGIN)
#   t=472837ms [sfx_play] collectible_pickup (END +1ms)
64287,8.33,24.09,0.29,0,0,0,
64288,8.33,24.09,0.29,0,0,0,
64289,8.33,24.09,0.29,0,0,0,
64290,8.33,24.09,0.29,0,0,0,
64291,8.33,24.09,0.29,0,0,0,
64292,8.33,24.09,0.29,0,0,0,
64293,8.33,24.09,0.29,0,0,0,
64294,8.33,24.09,0.29,0,0,0,
64295,8.33,24.09,0.29,0,0,0,
64296,8.33,24.09,0.29,0,0,0,
64297,8.33,24.09,0.29,0,0,0,
64298,8.33,24.09,0.29,0,0,0,
64299,8.33,24.09,0.29,0,0,0,
64300,8.33,24.09,0.29,0,0,0,
64301,10.42,24.09,0.29,0,0,0,
64302,14.10,24.09,0.29,0,0,0,
64303,9.09,24.09,0.29,0,0,0,
64304,9.09,24.09,0.29,0,0,0,
64305,9.09,24.09,0.29,0,0,0,
64306,8.63,24.09,0.29,0,0,0,
64307,9.09,24.09,0.29,0,0,0,
64308,7.58,24.09,0.29,0,0,0,
64309,9.09,24.09,0.29,0,0,0,
64310,7.58,24.09,0.29,0,0,0,
64311,9.09,24.09,0.29,0,0,0,
64312,9.09,24.09,0.29,0,0,0,
64313,9.09,24.09,0.29,0,0,0,
64314,9.09,24.09,0.29,0,0,0,
64315,9.09,24.09,0.29,0,0,0,
64316,18.64,24.09,0.29,0,0,0,SPIKE
64317,9.72,24.09,0.29,0,0,0,POST
64318,9.52,24.09,0.29,0,0,0,POST
64319,9.72,24.09,0.29,0,0,0,POST
64320,6.94,24.09,0.29,0,0,0,POST
64321,9.72,24.09,0.29,0,0,0,POST
64322,22.01,24.09,0.29,0,0,0,SPIKE+POST
64323,11.11,24.09,0.29,0,0,0,POST
64324,7.15,24.09,0.29,0,0,0,POST
64325,11.11,24.09,0.29,0,0,0,POST
64326,11.11,24.09,0.29,0,0,0,POST

# SPIKE #23 t=541519ms 18.63ms
# RECENT MARKS (last 12):
#   t=465298ms [npc_init] Penny (BEGIN)
#   t=465298ms [npc_init] Penny (END +0ms)
#   t=465302ms [music_load] adventureland_calm (BEGIN)
#   t=465309ms [music_load] adventureland_calm (END +7ms)
#   t=465310ms [map_load] root (BEGIN)
#   t=465312ms [map_load] root (END +2ms)
#   t=468987ms [vo_play] Penny/node_015 (BEGIN)
#   t=468987ms [vo_play] Penny/node_015 (END +0ms)
#   t=469761ms [vo_play] Penny/node_016 (BEGIN)
#   t=469761ms [vo_play] Penny/node_016 (END +0ms)
#   t=472836ms [sfx_play] collectible_pickup (BEGIN)
#   t=472837ms [sfx_play] collectible_pickup (END +1ms)
64529,9.09,25.21,0.08,0,0,0,
64530,9.09,25.21,0.08,0,0,0,
64531,9.09,25.21,0.08,0,0,0,
64532,9.09,25.21,0.08,0,0,0,
64533,9.09,25.21,0.08,0,0,0,
64534,9.09,25.21,0.08,0,0,0,
64535,8.93,25.21,0.08,0,0,0,
64536,9.09,25.21,0.08,0,0,0,
64537,8.33,25.21,0.08,0,0,0,
64538,8.33,25.21,0.08,0,0,0,
64539,8.33,25.21,0.08,0,0,0,
64540,8.33,25.21,0.08,0,0,0,
64541,8.33,25.21,0.08,0,0,0,
64542,8.33,25.21,0.08,0,0,0,
64543,8.33,25.21,0.08,0,0,0,
64544,8.33,25.21,0.08,0,0,0,
64545,8.33,25.21,0.08,0,0,0,
64546,8.33,25.21,0.08,0,0,0,
64547,8.33,25.21,0.08,0,0,0,
64548,14.95,25.21,0.08,0,0,0,
64549,9.09,25.21,0.08,0,0,0,
64550,9.09,25.21,0.08,0,0,0,
64551,9.09,25.21,0.08,0,0,0,
64552,8.70,25.21,0.08,0,0,0,
64553,9.09,25.21,0.08,0,0,0,
64554,7.58,25.21,0.08,0,0,0,
64555,9.09,25.21,0.08,0,0,0,
